Date,Value
01/01/2010,584
01/02/2010,606
01/03/2010,294
01/04/2010,224
01/05/2010,296
01/06/2010,700
01/07/2010,1530
01/08/2010,881
01/09/2010,312
01/10/2010,267
01/11/2010,97
01/12/2010,146
01/01/2010,608
01/02/2010,623
01/03/2010,306
01/04/2010,205
01/05/2010,295
01/06/2010,381
01/07/2010,686
01/08/2010,417
01/09/2010,174
01/10/2010,101
01/11/2010,77
01/12/2010,87
01/01/2010,121
01/02/2010,124
01/03/2010,119
01/04/2010,114
01/05/2010,185
01/06/2010,294
01/07/2010,420
01/08/2010,215
01/09/2010,122
01/10/2010,56
01/11/2010,23
01/12/2010,19
01/01/2010,211
01/02/2010,174
01/03/2010,116
01/04/2010,89
01/05/2010,114
01/06/2010,176
01/07/2010,341
01/08/2010,230
01/09/2010,91
01/10/2010,64
01/11/2010,22
01/12/2010,16
01/01/2010,138
01/02/2010,113
01/03/2010,35
01/04/2010,46
01/05/2010,35
01/06/2010,35
01/07/2010,97
01/08/2010,43
01/09/2010,23
01/10/2010,21
01/11/2010,19
01/12/2010,45
01/01/2010,28
01/02/2010,11
01/03/2010,15
01/04/2010,6
01/05/2010,14
01/06/2010,13
01/07/2010,45
01/08/2010,44
01/09/2010,21
01/10/2010,21
01/11/2010,6
01/12/2010,3
01/01/2010,36
01/02/2010,79
01/03/2010,86
01/04/2010,115
01/05/2010,83
01/06/2010,145
01/07/2010,228
01/08/2010,169
01/09/2010,105
01/10/2010,49
01/11/2010,11
01/12/2010,7
01/01/2010,49
01/02/2010,128
01/03/2010,85
01/04/2010,45
01/05/2010,29
01/06/2010,82
01/07/2010,161
01/08/2010,122
01/09/2010,67
01/10/2010,24
01/11/2010,7
01/12/2010,10
01/01/2010,36
01/02/2010,44
01/03/2010,41
01/04/2010,29
01/05/2010,28
01/06/2010,67
01/07/2010,148
01/08/2010,110
01/09/2010,62
01/10/2010,25
01/11/2010,15
01/12/2010,9
01/01/2010,858
01/02/2010,878
01/03/2010,170
01/04/2010,145
01/05/2010,82
01/06/2010,237
01/07/2010,236
01/08/2010,96
01/09/2010,40
01/10/2010,78
01/11/2010,79
01/12/2010,121
01/01/2010,0
01/02/2010,0
01/03/2010,0
01/04/2010,1
01/05/2010,0
01/06/2010,4
01/07/2010,5
01/08/2010,18
01/09/2010,12
01/10/2010,2
01/11/2010,5
01/12/2010,6
01/01/2010,26
01/02/2010,23
01/03/2010,14
01/04/2010,16
01/05/2010,9
01/06/2010,55
01/07/2010,94
01/08/2010,222
01/09/2010,62
01/10/2010,28
01/11/2010,14
01/12/2010,5
01/01/2010,336
01/02/2010,91
01/03/2010,40
01/04/2010,14
01/05/2010,6
01/06/2010,21
01/07/2010,27
01/08/2010,22
01/09/2010,12
01/10/2010,3
01/11/2010,3
01/12/2010,4
01/01/2010,0
01/02/2010,0
01/03/2010,0
01/04/2010,0
01/05/2010,1
01/06/2010,0
01/07/2010,2
01/08/2010,8
01/09/2010,7
01/10/2010,3
01/11/2010,1
01/12/2010,1
01/01/2010,305
01/02/2010,314
01/03/2010,202
01/04/2010,184
01/05/2010,48
01/06/2010,59
01/07/2010,59
01/08/2010,25
01/09/2010,4
01/10/2010,8
01/11/2010,13
01/12/2010,29
01/01/2010,12
01/02/2010,13
01/03/2010,25
01/04/2010,19
01/05/2010,9
01/06/2010,6
01/07/2010,30
01/08/2010,21
01/09/2010,19
01/10/2010,5
01/11/2010,1
01/12/2010,8
01/01/2010,233
01/02/2010,283
01/03/2010,145
01/04/2010,60
01/05/2010,22
01/06/2010,38
01/07/2010,89
01/08/2010,46
01/09/2010,21
01/10/2010,17
01/11/2010,11
01/12/2010,22
01/01/2010,197
01/02/2010,142
01/03/2010,99
01/04/2010,54
01/05/2010,100
01/06/2010,151
01/07/2010,300
01/08/2010,214
01/09/2010,78
01/10/2010,47
01/11/2010,21
01/12/2010,26
01/01/2010,208
01/02/2010,189
01/03/2010,86
01/04/2010,50
01/05/2010,51
01/06/2010,106
01/07/2010,137
01/08/2010,82
01/09/2010,49
01/10/2010,31
01/11/2010,25
01/12/2010,45
01/01/2010,267
01/02/2010,296
01/03/2010,131
01/04/2010,48
01/05/2010,21
01/06/2010,38
01/07/2010,83
01/08/2010,67
01/09/2010,60
01/10/2010,33
01/11/2010,26
01/12/2010,40
01/01/2010,33
01/02/2010,42
01/03/2010,34
01/04/2010,50
01/05/2010,60
01/06/2010,61
01/07/2010,51
01/08/2010,30
01/09/2010,21
01/10/2010,8
01/11/2010,5
01/12/2010,7
01/01/2010,71
01/02/2010,68
01/03/2010,49
01/04/2010,47
01/05/2010,69
01/06/2010,118
01/07/2010,372
01/08/2010,319
01/09/2010,120
01/10/2010,43
01/11/2010,26
01/12/2010,40
01/01/2010,50
01/02/2010,39
01/03/2010,55
01/04/2010,67
01/05/2010,53
01/06/2010,93
01/07/2010,314
01/08/2010,219
01/09/2010,65
01/10/2010,50
01/11/2010,42
01/12/2010,24
01/01/2010,93
01/02/2010,141
01/03/2010,234
01/04/2010,270
01/05/2010,274
01/06/2010,432
01/07/2010,492
01/08/2010,438
01/09/2010,246
01/10/2010,118
01/11/2010,53
01/12/2010,46
01/01/2010,90
01/02/2010,136
01/03/2010,76
01/04/2010,49
01/05/2010,53
01/06/2010,117
01/07/2010,161
01/08/2010,104
01/09/2010,64
01/10/2010,25
01/11/2010,22
01/12/2010,21
01/01/2010,215
01/02/2010,174
01/03/2010,71
01/04/2010,57
01/05/2010,13
01/06/2010,8
01/07/2010,5
01/08/2010,9
01/09/2010,6
01/10/2010,10
01/11/2010,23
01/12/2010,15
01/01/2011,309
01/02/2011,392
01/03/2011,340
01/04/2011,528
01/05/2011,698
01/06/2011,1610
01/07/2011,2085
01/08/2011,824
01/09/2011,863
01/10/2011,599
01/11/2011,536
01/12/2011,1339
01/01/2011,134
01/02/2011,119
01/03/2011,141
01/04/2011,183
01/05/2011,218
01/06/2011,537
01/07/2011,911
01/08/2011,428
01/09/2011,367
01/10/2011,321
01/11/2011,347
01/12/2011,668
01/01/2011,48
01/02/2011,52
01/03/2011,57
01/04/2011,133
01/05/2011,148
01/06/2011,185
01/07/2011,188
01/08/2011,107
01/09/2011,93
01/10/2011,100
01/11/2011,111
01/12/2011,194
01/01/2011,26
01/02/2011,28
01/03/2011,32
01/04/2011,62
01/05/2011,53
01/06/2011,81
01/07/2011,218
01/08/2011,99
01/09/2011,251
01/10/2011,255
01/11/2011,182
01/12/2011,348
01/01/2011,10
01/02/2011,18
01/03/2011,16
01/04/2011,20
01/05/2011,37
01/06/2011,53
01/07/2011,66
01/08/2011,25
01/09/2011,26
01/10/2011,17
01/11/2011,21
01/12/2011,56
01/01/2011,3
01/02/2011,8
01/03/2011,9
01/04/2011,19
01/05/2011,17
01/06/2011,20
01/07/2011,50
01/08/2011,10
01/09/2011,31
01/10/2011,43
01/11/2011,17
01/12/2011,25
01/01/2011,7
01/02/2011,19
01/03/2011,30
01/04/2011,57
01/05/2011,98
01/06/2011,112
01/07/2011,168
01/08/2011,100
01/09/2011,96
01/10/2011,50
01/11/2011,49
01/12/2011,93
01/01/2011,16
01/02/2011,8
01/03/2011,27
01/04/2011,70
01/05/2011,87
01/06/2011,48
01/07/2011,51
01/08/2011,18
01/09/2011,19
01/10/2011,13
01/11/2011,20
01/12/2011,39
01/01/2011,14
01/02/2011,18
01/03/2011,35
01/04/2011,55
01/05/2011,57
01/06/2011,51
01/07/2011,83
01/08/2011,27
01/09/2011,63
01/10/2011,72
01/11/2011,141
01/12/2011,179
01/01/2011,58
01/02/2011,34
01/03/2011,24
01/04/2011,20
01/05/2011,10
01/06/2011,16
01/07/2011,35
01/08/2011,33
01/09/2011,46
01/10/2011,19
01/11/2011,34
01/12/2011,71
01/01/2011,2
01/02/2011,4
01/03/2011,10
01/04/2011,13
01/05/2011,4
01/06/2011,3
01/07/2011,3
01/08/2011,5
01/09/2011,8
01/10/2011,3
01/11/2011,4
01/12/2011,7
01/01/2011,8
01/02/2011,5
01/03/2011,4
01/04/2011,2
01/05/2011,2
01/06/2011,2
01/07/2011,2
01/08/2011,1
01/09/2011,0
01/10/2011,17
01/11/2011,8
01/12/2011,49
01/01/2011,13
01/02/2011,3
01/03/2011,15
01/04/2011,5
01/05/2011,7
01/06/2011,11
01/07/2011,8
01/08/2011,2
01/09/2011,3
01/10/2011,3
01/11/2011,4
01/12/2011,7
01/01/2011,2
01/02/2011,3
01/03/2011,0
01/04/2011,1
01/05/2011,1
01/06/2011,7
01/07/2011,1
01/08/2011,0
01/09/2011,0
01/10/2011,1
01/11/2011,2
01/12/2011,1
01/01/2011,31
01/02/2011,41
01/03/2011,104
01/04/2011,185
01/05/2011,141
01/06/2011,112
01/07/2011,53
01/08/2011,21
01/09/2011,35
01/10/2011,123
01/11/2011,289
01/12/2011,558
01/01/2011,12
01/02/2011,6
01/03/2011,2
01/04/2011,20
01/05/2011,10
01/06/2011,29
01/07/2011,20
01/08/2011,11
01/09/2011,24
01/10/2011,13
01/11/2011,16
01/12/2011,33
01/01/2011,7
01/02/2011,17
01/03/2011,25
01/04/2011,25
01/05/2011,12
01/06/2011,19
01/07/2011,21
01/08/2011,6
01/09/2011,10
01/10/2011,3
01/11/2011,8
01/12/2011,24
01/01/2011,31
01/02/2011,49
01/03/2011,60
01/04/2011,59
01/05/2011,91
01/06/2011,116
01/07/2011,178
01/08/2011,84
01/09/2011,84
01/10/2011,71
01/11/2011,82
01/12/2011,135
01/01/2011,72
01/02/2011,64
01/03/2011,49
01/04/2011,28
01/05/2011,21
01/06/2011,52
01/07/2011,62
01/08/2011,23
01/09/2011,31
01/10/2011,27
01/11/2011,40
01/12/2011,102
01/01/2011,21
01/02/2011,18
01/03/2011,14
01/04/2011,21
01/05/2011,31
01/06/2011,39
01/07/2011,43
01/08/2011,21
01/09/2011,22
01/10/2011,24
01/11/2011,12
01/12/2011,33
01/01/2011,5
01/02/2011,38
01/03/2011,20
01/04/2011,28
01/05/2011,38
01/06/2011,44
01/07/2011,36
01/08/2011,23
01/09/2011,18
01/10/2011,16
01/11/2011,6
01/12/2011,32
01/01/2011,22
01/02/2011,21
01/03/2011,15
01/04/2011,36
01/05/2011,31
01/06/2011,65
01/07/2011,201
01/08/2011,54
01/09/2011,46
01/10/2011,39
01/11/2011,49
01/12/2011,53
01/01/2011,17
01/02/2011,24
01/03/2011,15
01/04/2011,33
01/05/2011,16
01/06/2011,18
01/07/2011,32
01/08/2011,17
01/09/2011,34
01/10/2011,30
01/11/2011,40
01/12/2011,36
01/01/2011,47
01/02/2011,38
01/03/2011,40
01/04/2011,113
01/05/2011,89
01/06/2011,118
01/07/2011,153
01/08/2011,86
01/09/2011,117
01/10/2011,87
01/11/2011,91
01/12/2011,181
01/01/2011,15
01/02/2011,24
01/03/2011,28
01/04/2011,51
01/05/2011,48
01/06/2011,120
01/07/2011,141
01/08/2011,81
01/09/2011,156
01/10/2011,176
01/11/2011,88
01/12/2011,152
01/01/2011,3
01/02/2011,1
01/03/2011,6
01/04/2011,4
01/05/2011,2
01/06/2011,3
01/07/2011,8
01/08/2011,0
01/09/2011,2
01/10/2011,5
01/11/2011,6
01/12/2011,48
01/01/2012,1066
01/02/2012,744
01/03/2012,630
01/04/2012,412
01/05/2012,583
01/06/2012,1251
01/07/2012,1314
01/08/2012,1231
01/09/2012,525
01/10/2012,726
01/11/2012,853
01/12/2012,682
01/01/2012,847
01/02/2012,640
01/03/2012,447
01/04/2012,367
01/05/2012,397
01/06/2012,1180
01/07/2012,969
01/08/2012,884
01/09/2012,479
01/10/2012,570
01/11/2012,737
01/12/2012,489
01/01/2012,180
01/02/2012,260
01/03/2012,209
01/04/2012,205
01/05/2012,182
01/06/2012,364
01/07/2012,348
01/08/2012,339
01/09/2012,156
01/10/2012,192
01/11/2012,213
01/12/2012,143
01/01/2012,270
01/02/2012,194
01/03/2012,114
01/04/2012,122
01/05/2012,194
01/06/2012,298
01/07/2012,287
01/08/2012,355
01/09/2012,135
01/10/2012,177
01/11/2012,185
01/12/2012,186
01/01/2012,45
01/02/2012,47
01/03/2012,59
01/04/2012,35
01/05/2012,32
01/06/2012,81
01/07/2012,29
01/08/2012,62
01/09/2012,46
01/10/2012,44
01/11/2012,47
01/12/2012,69
01/01/2012,24
01/02/2012,35
01/03/2012,41
01/04/2012,25
01/05/2012,18
01/06/2012,58
01/07/2012,30
01/08/2012,30
01/09/2012,21
01/10/2012,17
01/11/2012,30
01/12/2012,13
01/01/2012,105
01/02/2012,105
01/03/2012,161
01/04/2012,90
01/05/2012,99
01/06/2012,221
01/07/2012,217
01/08/2012,241
01/09/2012,78
01/10/2012,60
01/11/2012,78
01/12/2012,58
01/01/2012,58
01/02/2012,66
01/03/2012,45
01/04/2012,37
01/05/2012,31
01/06/2012,59
01/07/2012,51
01/08/2012,78
01/09/2012,33
01/10/2012,53
01/11/2012,60
01/12/2012,33
01/01/2012,186
01/02/2012,147
01/03/2012,155
01/04/2012,94
01/05/2012,84
01/06/2012,147
01/07/2012,186
01/08/2012,241
01/09/2012,141
01/10/2012,196
01/11/2012,158
01/12/2012,100
01/01/2012,91
01/02/2012,40
01/03/2012,43
01/04/2012,24
01/05/2012,27
01/06/2012,34
01/07/2012,26
01/08/2012,36
01/09/2012,41
01/10/2012,143
01/11/2012,205
01/12/2012,184
01/01/2012,8
01/02/2012,2
01/03/2012,5
01/04/2012,3
01/05/2012,19
01/06/2012,16
01/07/2012,8
01/08/2012,11
01/09/2012,6
01/10/2012,2
01/11/2012,5
01/12/2012,8
01/01/2012,38
01/02/2012,16
01/03/2012,10
01/04/2012,9
01/05/2012,6
01/06/2012,15
01/07/2012,19
01/08/2012,11
01/09/2012,2
01/10/2012,6
